,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
6924,GD56260,Oregon,2863.04871,No,Basic,Master,4/2/2011,Employed,F,41077,Rural,Married,71,3,14,0,1,Personal Auto,Personal L3,Offer1,Agent,82.415457,Two-Door Car,Medsize
7497,PT52001,Nevada,2222.865016,No,Basic,College,11/2/2011,Unemployed,F,0,Suburban,Single,62,5,54,0,1,Corporate Auto,Corporate L2,Offer1,Agent,446.4,Two-Door Car,Medsize
1857,NL32558,Arizona,6503.397049,Yes,Extended,High School or Below,2/19/11,Disabled,F,22081,Suburban,Married,84,1,9,0,6,Personal Auto,Personal L1,Offer1,Agent,451.670309,Two-Door Car,Small
6072,RX45809,California,14854.19552,No,Basic,College,6/2/2011,Employed,M,37899,Rural,Married,187,9,11,0,5,Personal Auto,Personal L1,Offer4,Branch,246.993145,Luxury SUV,Medsize
8197,WK52692,Oregon,4627.090729,No,Extended,College,1/16/11,Medical Leave,F,29124,Suburban,Married,129,15,41,4,1,Personal Auto,Personal L2,Offer1,Call Center,619.2,SUV,Medsize
947,WZ53904,Arizona,2659.980563,No,Basic,Bachelor,11/1/2011,Employed,M,21297,Rural,Single,71,26,56,0,1,Personal Auto,Personal L3,Offer2,Agent,45.507952,Four-Door Car,Medsize
7973,EK56325,Arizona,6637.228238,No,Extended,High School or Below,2/16/11,Unemployed,M,0,Suburban,Married,92,4,83,2,3,Personal Auto,Personal L1,Offer3,Call Center,662.4,Four-Door Car,Medsize
8907,NW62233,California,5314.958536,No,Basic,Master,1/28/11,Employed,M,66467,Urban,Married,66,17,65,0,3,Personal Auto,Personal L2,Offer4,Web,294.705573,Two-Door Car,Medsize
7956,OO79691,Arizona,11828.61437,No,Basic,College,2/27/11,Unemployed,F,0,Suburban,Single,111,4,8,0,2,Personal Auto,Personal L3,Offer2,Call Center,1018.808223,SUV,Medsize
1770,MS39869,Nevada,7343.353716,No,Basic,College,5/1/2011,Unemployed,F,0,Suburban,Single,68,16,57,0,2,Personal Auto,Personal L1,Offer2,Call Center,479.028818,Four-Door Car,Medsize
4676,MM90239,Oregon,6369.262355,Yes,Extended,High School or Below,1/20/11,Employed,M,34498,Suburban,Single,83,30,72,0,7,Personal Auto,Personal L1,Offer2,Branch,398.4,Two-Door Car,Small
7270,EH69733,Arizona,3349.639274,No,Extended,Bachelor,1/27/11,Employed,M,78092,Urban,Married,84,34,13,0,1,Corporate Auto,Corporate L2,Offer2,Branch,344.015386,Four-Door Car,Medsize
1267,XO42145,Oregon,3933.813993,Yes,Basic,High School or Below,1/23/11,Employed,M,25927,Suburban,Single,103,6,20,0,1,Personal Auto,Personal L1,Offer2,Web,674.973614,SUV,Medsize
989,QL77686,Nevada,4724.786102,No,Basic,College,5/1/2011,Employed,F,23986,Urban,Married,119,31,3,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,463.335061,SUV,Small
3219,WX48434,Arizona,4270.034394,Yes,Extended,College,1/19/11,Unemployed,M,0,Suburban,Married,122,27,2,0,1,Corporate Auto,Corporate L3,Offer2,Agent,725.870693,SUV,Medsize
5894,MN19541,Arizona,1994.774936,No,Basic,College,1/23/11,Unemployed,M,0,Suburban,Single,61,18,96,0,1,Personal Auto,Personal L1,Offer2,Web,393.215919,Four-Door Car,Medsize
3021,PP97061,Nevada,4282.947971,Yes,Basic,College,2/26/11,Employed,F,40864,Rural,Married,109,16,70,1,1,Personal Auto,Personal L3,Offer1,Agent,166.937747,SUV,Medsize
2996,CA96568,Oregon,9709.746073,No,Extended,College,1/16/11,Unemployed,M,0,Suburban,Married,133,11,30,0,7,Corporate Auto,Corporate L3,Offer1,Agent,827.085431,SUV,Small
6436,FT24768,California,6508.759916,No,Extended,Bachelor,3/2/2011,Employed,M,60188,Urban,Married,84,15,49,3,4,Personal Auto,Personal L3,Offer1,Agent,333.423827,Four-Door Car,Medsize
1515,WH77063,Arizona,4351.550504,No,Premium,High School or Below,9/2/2011,Employed,F,74163,Suburban,Married,108,14,63,0,1,Personal Auto,Personal L1,Offer4,Agent,518.4,Four-Door Car,Small
6133,OH93496,Arizona,3703.404606,No,Basic,Bachelor,10/1/2011,Unemployed,M,0,Suburban,Single,109,22,5,0,1,Personal Auto,Personal L3,Offer1,Agent,784.8,SUV,Small
4787,XG92008,Arizona,3215.196994,No,Extended,Master,2/23/11,Employed,F,24191,Rural,Married,80,11,32,0,1,Personal Auto,Personal L2,Offer4,Branch,103.750234,Four-Door Car,Medsize
5254,QQ51185,Nevada,2659.495086,No,Basic,College,3/1/2011,Employed,F,64987,Urban,Married,66,17,90,0,1,Personal Auto,Personal L3,Offer2,Web,182.927837,Four-Door Car,Small
6629,WV53830,Oregon,16301.9676,Yes,Extended,Master,2/17/11,Retired,F,19614,Suburban,Married,85,21,32,0,2,Personal Auto,Personal L2,Offer2,Agent,574.024018,Two-Door Car,Medsize
3416,ZI60303,Oregon,9817.026936,No,Extended,High School or Below,1/28/11,Unemployed,M,0,Suburban,Single,139,9,22,0,6,Personal Auto,Personal L2,Offer3,Branch,1000.8,Sports Car,Medsize
7026,SU32452,Arizona,3241.588659,No,Extended,Bachelor,1/30/11,Employed,F,89196,Rural,Divorced,81,17,52,0,1,Personal Auto,Personal L3,Offer1,Agent,41.182611,Four-Door Car,Small
6845,GE20220,Oregon,7606.70898,No,Extended,Bachelor,2/25/11,Employed,F,47778,Rural,Married,96,2,81,0,7,Personal Auto,Personal L3,Offer2,Call Center,173.80879,Four-Door Car,Medsize
4008,UN52560,Arizona,6278.764007,No,Extended,Bachelor,2/14/11,Employed,M,47669,Suburban,Married,80,16,84,0,3,Personal Auto,Personal L3,Offer2,Branch,384.0,Four-Door Car,Small
1218,VH45094,Arizona,7286.789075,No,Basic,High School or Below,2/13/11,Employed,M,65870,Urban,Married,61,21,40,1,2,Personal Auto,Personal L2,Offer2,Branch,202.847644,Four-Door Car,Large
1256,VO36036,Oregon,3536.431774,No,Extended,Doctor,2/27/11,Employed,F,28248,Suburban,Single,90,25,89,0,1,Personal Auto,Personal L3,Offer2,Branch,634.385937,Four-Door Car,Small
7706,IL72707,California,3265.156348,Yes,Extended,Bachelor,1/26/11,Employed,F,25820,Suburban,Divorced,82,10,69,0,1,Personal Auto,Personal L2,Offer1,Agent,393.6,Four-Door Car,Medsize
7691,ZG56744,California,5528.212807,Yes,Basic,Bachelor,1/19/11,Employed,M,36088,Suburban,Single,72,16,31,0,9,Personal Auto,Personal L1,Offer1,Agent,345.6,Four-Door Car,Medsize
787,EV19512,Nevada,16301.9676,Yes,Extended,Master,2/17/11,Retired,F,19614,Suburban,Married,85,21,32,0,2,Personal Auto,Personal L2,Offer2,Agent,574.024018,Two-Door Car,Medsize
2866,UU53919,Oregon,5403.546122,No,Basic,Master,1/14/11,Employed,F,27430,Urban,Married,68,25,12,0,4,Personal Auto,Personal L2,Offer3,Call Center,184.955105,Two-Door Car,Medsize
343,NI17718,California,2150.178588,No,Basic,High School or Below,9/2/2011,Unemployed,F,0,Suburban,Single,61,28,31,0,1,Personal Auto,Personal L3,Offer2,Web,292.8,Four-Door Car,Medsize
2612,TR26615,Oregon,2497.531509,No,Basic,High School or Below,1/17/11,Unemployed,M,0,Urban,Married,69,5,74,0,1,Corporate Auto,Corporate L2,Offer2,Branch,272.381465,Two-Door Car,Medsize
8939,GQ42004,California,11232.9821,No,Basic,College,2/2/2011,Unemployed,M,0,Suburban,Married,74,12,68,0,2,Personal Auto,Personal L3,Offer2,Call Center,355.2,Four-Door Car,Small
2818,KK58047,Oregon,8583.854913,No,Basic,College,1/31/11,Employed,M,53944,Suburban,Married,71,13,20,0,2,Personal Auto,Personal L3,Offer2,Web,340.8,Two-Door Car,Medsize
4427,IX45386,Arizona,2478.833596,No,Basic,College,1/30/11,Employed,M,81721,Rural,Single,63,11,5,0,1,Personal Auto,Personal L2,Offer2,Web,133.90029,Four-Door Car,Large
7229,LC20778,Nevada,18745.39592,No,Extended,Master,2/27/11,Medical Leave,F,27229,Suburban,Single,99,20,9,0,2,Personal Auto,Personal L2,Offer3,Agent,475.2,Four-Door Car,Small
6405,UR40795,Oregon,9269.677845,No,Basic,High School or Below,5/1/2011,Medical Leave,M,27849,Suburban,Married,119,24,94,0,3,Personal Auto,Personal L2,Offer1,Web,571.2,Sports Car,Small
1782,DI89983,California,5223.429265,No,Basic,Bachelor,4/2/2011,Medical Leave,M,16513,Suburban,Divorced,71,23,37,0,6,Personal Auto,Personal L3,Offer3,Branch,340.8,Four-Door Car,Medsize
136,PU25891,Oregon,9618.310865,No,Basic,High School or Below,11/1/2011,Employed,F,80536,Rural,Married,119,5,83,0,3,Special Auto,Special L2,Offer1,Branch,53.798708,Sports Car,Medsize
2058,RT69513,California,4774.751709,No,Basic,Bachelor,2/25/11,Unemployed,F,0,Suburban,Married,64,34,47,0,7,Personal Auto,Personal L2,Offer2,Agent,307.2,Four-Door Car,Small
3365,WX65636,Arizona,26462.75908,No,Extended,Bachelor,11/2/2011,Unemployed,F,0,Suburban,Single,82,15,88,2,2,Corporate Auto,Corporate L2,Offer1,Agent,511.320391,Four-Door Car,Medsize
1120,DF66914,Arizona,32227.08389,No,Basic,Bachelor,2/15/11,Employed,F,45331,Suburban,Married,100,0,8,0,2,Personal Auto,Personal L1,Offer2,Agent,572.635987,SUV,Medsize
6631,AH41449,Nevada,7907.133288,No,Basic,College,2/14/11,Employed,M,24666,Rural,Married,101,32,51,0,3,Personal Auto,Personal L2,Offer3,Branch,151.835574,Sports Car,Medsize
4168,XG64081,Arizona,2759.978287,Yes,Basic,Bachelor,3/1/2011,Employed,M,92296,Suburban,Married,69,4,65,0,1,Personal Auto,Personal L3,Offer2,Agent,331.2,Two-Door Car,Medsize
5245,JF16295,Oregon,7547.762822,No,Premium,High School or Below,2/16/11,Unemployed,F,0,Suburban,Married,102,34,37,0,3,Personal Auto,Personal L2,Offer3,Agent,489.6,Four-Door Car,Medsize
5251,No94161,California,2719.431536,No,Basic,High School or Below,2/15/11,Employed,M,37703,Rural,Divorced,70,11,51,0,1,Corporate Auto,Corporate L1,Offer3,Agent,83.121963,Two-Door Car,Medsize
6450,GY64553,California,4637.034667,No,Premium,Bachelor,1/22/11,Employed,M,97017,Urban,Married,115,33,60,1,1,Personal Auto,Personal L2,Offer3,Agent,534.079032,Two-Door Car,Medsize
6869,LM37855,California,7607.001877,No,Basic,College,1/28/11,Unemployed,M,0,Suburban,Married,104,3,62,0,3,Personal Auto,Personal L2,Offer1,Branch,638.414994,SUV,Small
2631,GG61186,Nevada,8395.806331,No,Premium,Doctor,11/1/2011,Unemployed,F,0,Rural,Married,110,22,72,0,9,Personal Auto,Personal L1,Offer1,Agent,161.092415,Four-Door Car,Medsize
4064,OT94107,Oregon,3176.865609,No,Extended,Bachelor,2/14/11,Employed,F,35551,Suburban,Single,81,33,52,1,1,Personal Auto,Personal L2,Offer2,Branch,565.108501,Four-Door Car,Small
5435,AN97123,Nevada,22305.32351,No,Premium,College,2/21/11,Unemployed,F,0,Urban,Married,102,13,89,0,2,Personal Auto,Personal L2,Offer4,Agent,401.528957,Two-Door Car,Medsize
5508,NY20756,California,10209.02324,No,Extended,High School or Below,1/28/11,Employed,M,36568,Suburban,Married,128,28,34,0,6,Personal Auto,Personal L3,Offer1,Agent,978.621302,SUV,Medsize
7220,QZ83992,California,8682.234653,No,Basic,College,2/24/11,Medical Leave,M,10540,Suburban,Married,115,33,76,0,3,Corporate Auto,Corporate L1,Offer1,Agent,552.0,SUV,Medsize
6147,BZ36030,Oregon,12590.93519,No,Premium,College,11/1/2011,Employed,M,62575,Suburban,Married,106,5,21,0,2,Personal Auto,Personal L1,Offer2,Call Center,508.8,Two-Door Car,Medsize
4840,GR53936,Oregon,5246.278375,Yes,Basic,Bachelor,1/21/11,Employed,F,28909,Suburban,Married,66,15,66,0,8,Corporate Auto,Corporate L2,Offer1,Agent,456.702735,Two-Door Car,Medsize
8885,WZ96432,California,9150.137599,No,Basic,Master,2/19/11,Employed,F,32370,Suburban,Married,115,2,77,0,4,Corporate Auto,Corporate L3,Offer1,Branch,552.0,SUV,Medsize
8101,HB17438,Washington,10570.7888,No,Extended,Bachelor,2/21/11,Employed,M,92044,Urban,Married,132,7,77,0,3,Personal Auto,Personal L1,Offer4,Web,617.288574,SUV,Medsize
7824,ZB72138,Oregon,8929.611119,No,Basic,Bachelor,3/1/2011,Employed,M,44329,Suburban,Married,112,25,58,0,3,Personal Auto,Personal L1,Offer2,Agent,537.6,SUV,Medsize
5556,AH89786,Oregon,2174.111987,No,Basic,High School or Below,2/13/11,Retired,M,16997,Suburban,Married,65,35,62,3,1,Personal Auto,Personal L1,Offer2,Branch,468.0,Two-Door Car,Medsize
1787,TE82896,Oregon,2746.080105,No,Basic,High School or Below,2/19/11,Unemployed,F,0,Suburban,Married,74,5,75,0,1,Personal Auto,Personal L2,Offer2,Branch,355.2,Four-Door Car,Medsize
33,AO98601,Washington,5018.885233,No,Basic,Bachelor,1/18/11,Employed,M,54500,Suburban,Married,63,28,17,0,6,Corporate Auto,Corporate L2,Offer1,Agent,302.4,Two-Door Car,Small
5521,YD27780,Arizona,10103.64886,No,Extended,Bachelor,1/19/11,Employed,F,72334,Urban,Married,129,26,66,3,6,Corporate Auto,Corporate L2,Offer3,Call Center,412.829624,SUV,Medsize
7746,OF38237,California,4878.829713,No,Basic,Doctor,2/28/11,Disabled,F,29950,Suburban,Married,61,0,76,0,4,Personal Auto,Personal L1,Offer1,Call Center,292.8,Two-Door Car,Medsize
8983,LI31082,California,12741.84754,Yes,Basic,Bachelor,7/1/2011,Employed,F,73054,Urban,Married,106,34,36,1,2,Personal Auto,Personal L2,Offer1,Branch,419.365958,SUV,Medsize
4558,AM29546,Oregon,5225.03143,No,Basic,College,9/2/2011,Employed,M,57733,Suburban,Married,66,24,66,0,5,Personal Auto,Personal L2,Offer4,Call Center,393.528054,Two-Door Car,Medsize
1315,XD21246,Oregon,9238.305998,No,Extended,High School or Below,5/1/2011,Unemployed,F,0,Suburban,Single,128,30,26,0,5,Personal Auto,Personal L3,Offer1,Agent,921.6,SUV,Medsize
3907,MF23895,Arizona,2609.829612,No,Basic,College,1/13/11,Employed,F,58139,Rural,Married,65,29,77,1,1,Corporate Auto,Corporate L3,Offer4,Agent,33.171413,Four-Door Car,Medsize
8672,GM84292,California,14723.40712,No,Extended,Master,1/13/11,Employed,F,38401,Suburban,Married,92,17,62,0,2,Corporate Auto,Corporate L1,Offer1,Agent,441.6,Four-Door Car,Medsize
8178,AF17671,Washington,7765.228166,No,Extended,Bachelor,1/27/11,Employed,F,56337,Suburban,Married,97,26,25,0,3,Personal Auto,Personal L2,Offer4,Web,465.6,Four-Door Car,Medsize
5085,XP39695,Arizona,21886.19626,No,Basic,Bachelor,1/2/2011,Employed,F,43000,Suburban,Married,109,27,9,0,2,Personal Auto,Personal L2,Offer2,Web,676.808053,SUV,Medsize
5214,CC43119,California,2921.490461,No,Basic,Bachelor,1/19/11,Employed,F,62018,Rural,Married,73,2,59,0,1,Corporate Auto,Corporate L1,Offer4,Web,90.094835,Two-Door Car,Medsize
8541,BQ20851,California,8295.977271,No,Basic,Master,2/23/11,Employed,M,73556,Urban,Divorced,104,31,4,0,9,Personal Auto,Personal L3,Offer1,Agent,497.684017,SUV,Medsize
5145,BV80674,Oregon,4340.858797,No,Extended,Bachelor,6/2/2011,Unemployed,F,0,Suburban,Single,124,6,34,0,1,Personal Auto,Personal L2,Offer3,Call Center,595.2,SUV,Medsize
6449,JF38079,California,9080.604474,No,Basic,High School or Below,2/21/11,Employed,M,69853,Rural,Married,114,15,42,2,3,Personal Auto,Personal L1,Offer1,Call Center,244.278662,SUV,Medsize
7361,LY73893,California,5563.771927,No,Basic,College,1/21/11,Employed,M,35398,Suburban,Divorced,71,26,41,0,7,Personal Auto,Personal L3,Offer3,Agent,340.8,Four-Door Car,Medsize
1700,VW46878,Oregon,7920.28288,No,Basic,High School or Below,8/2/2011,Employed,F,59648,Suburban,Married,66,20,72,0,2,Personal Auto,Personal L3,Offer3,Agent,316.8,Four-Door Car,Medsize
4904,ZU69163,California,5586.893159,No,Basic,Doctor,1/21/11,Employed,F,94161,Rural,Married,69,0,65,0,4,Personal Auto,Personal L3,Offer2,Agent,108.989737,Four-Door Car,Medsize
4709,YM74115,Nevada,2531.586761,No,Basic,Bachelor,2/22/11,Disabled,M,28898,Rural,Married,67,15,85,0,1,Corporate Auto,Corporate L1,Offer1,Branch,82.811346,Four-Door Car,Medsize
233,HI14283,Oregon,5657.031588,No,Premium,Bachelor,1/2/2011,Unemployed,F,0,Suburban,Married,152,12,89,0,1,Personal Auto,Personal L3,Offer1,Web,729.6,SUV,Small
3446,RE67051,California,5509.377781,No,Basic,Bachelor,11/2/2011,Employed,M,34236,Suburban,Married,70,3,87,0,8,Corporate Auto,Corporate L2,Offer1,Agent,336.0,Four-Door Car,Small
2191,RM21896,Oregon,28699.89392,No,Extended,College,1/19/11,Employed,F,47730,Rural,Divorced,91,12,52,0,2,Personal Auto,Personal L3,Offer3,Call Center,219.440024,Four-Door Car,Medsize
1258,CK40732,California,7611.212764,No,Premium,High School or Below,1/13/11,Unemployed,F,0,Suburban,Single,103,33,54,0,3,Special Auto,Special L2,Offer1,Agent,741.6,Four-Door Car,Medsize
8606,MV81355,California,8819.018934,Yes,Basic,High School or Below,10/1/2011,Employed,M,99845,Suburban,Married,110,23,25,1,8,Personal Auto,Personal L2,Offer2,Branch,528.0,SUV,Medsize
7445,JC37131,Arizona,12298.6863,Yes,Basic,High School or Below,2/20/11,Medical Leave,M,17101,Suburban,Single,113,1,88,0,2,Special Auto,Special L3,Offer1,Call Center,542.4,SUV,Medsize
2412,PQ36549,Arizona,5598.273622,No,Basic,Bachelor,9/2/2011,Disabled,M,14174,Suburban,Married,72,1,62,0,8,Personal Auto,Personal L1,Offer1,Call Center,345.6,Four-Door Car,Medsize
1108,PP80817,California,8323.533338,No,Basic,High School or Below,2/2/2011,Employed,F,59886,Rural,Married,104,30,1,0,4,Personal Auto,Personal L2,Offer1,Agent,71.729298,Sports Car,Medsize
922,FE73696,Oregon,3792.13031,No,Extended,High School or Below,7/1/2011,Employed,M,97212,Urban,Married,93,28,61,0,1,Personal Auto,Personal L1,Offer2,Call Center,360.05589,Two-Door Car,Medsize
946,CU36986,California,4165.166581,No,Premium,High School or Below,2/2/2011,Employed,F,55897,Suburban,Married,104,33,5,0,1,Personal Auto,Personal L1,Offer1,Branch,499.2,Four-Door Car,Medsize
3737,DZ81394,Oregon,8708.018769,No,Basic,High School or Below,3/1/2011,Unemployed,F,0,Suburban,Single,118,20,19,0,3,Personal Auto,Personal L3,Offer1,Agent,1380.107186,SUV,Medsize
6679,WS56675,Oregon,4300.901435,No,Premium,High School or Below,6/1/2011,Employed,F,88590,Rural,Married,107,0,57,0,1,Personal Auto,Personal L2,Offer3,Branch,41.721538,Two-Door Car,Medsize
7502,AX99820,Arizona,2509.508795,No,Basic,Bachelor,1/2/2011,Unemployed,F,0,Suburban,Single,71,20,48,0,1,Personal Auto,Personal L3,Offer1,Agent,511.2,Four-Door Car,Small
2946,CZ19025,Oregon,2489.16729,No,Basic,High School or Below,1/26/11,Employed,F,47888,Suburban,Single,64,23,16,1,1,Personal Auto,Personal L1,Offer1,Web,545.083116,Four-Door Car,Small
6427,ZQ22116,Arizona,5310.905647,No,Basic,High School or Below,1/16/11,Employed,F,73102,Rural,Married,66,35,46,0,4,Corporate Auto,Corporate L3,Offer2,Branch,117.928547,Four-Door Car,Small
8521,DN77617,California,5907.078117,No,Basic,College,1/18/11,Employed,F,47306,Rural,Married,74,8,18,0,3,Corporate Auto,Corporate L2,Offer4,Branch,97.723235,Four-Door Car,Medsize
1549,BS13111,Arizona,6630.836094,No,Basic,Bachelor,1/18/11,Unemployed,M,0,Urban,Divorced,66,20,53,0,2,Personal Auto,Personal L3,Offer1,Branch,315.950185,Four-Door Car,Medsize
5937,AX39008,Oregon,26113.36,No,Basic,Bachelor,2/1/2011,Employed,M,80409,Urban,Divorced,74,28,72,0,2,Personal Auto,Personal L3,Offer3,Call Center,262.984836,Two-Door Car,Medsize
6549,EX63393,California,6314.492009,No,Extended,Master,2/27/11,Employed,F,66947,Suburban,Married,78,13,12,0,6,Personal Auto,Personal L1,Offer3,Agent,374.4,Four-Door Car,Small
3558,SU86402,Arizona,6568.75877,No,Extended,High School or Below,1/30/11,Disabled,F,25876,Suburban,Married,83,29,46,0,3,Personal Auto,Personal L3,Offer1,Branch,398.4,Two-Door Car,Medsize
2408,FM61329,California,13610.10746,No,Basic,College,6/2/2011,Employed,M,50144,Suburban,Married,114,0,35,0,2,Personal Auto,Personal L3,Offer2,Web,786.934186,SUV,Medsize
285,NT89061,Arizona,6323.923864,No,Extended,High School or Below,7/1/2011,Employed,F,78532,Suburban,Married,78,25,87,0,3,Personal Auto,Personal L3,Offer2,Call Center,374.4,Four-Door Car,Medsize
5822,HI34993,Oregon,5421.018201,No,Basic,High School or Below,4/2/2011,Employed,M,40376,Suburban,Married,69,16,46,0,8,Personal Auto,Personal L3,Offer2,Agent,427.874055,Four-Door Car,Large
6152,BL89983,California,9035.671134,Yes,Premium,High School or Below,1/21/11,Employed,F,34337,Suburban,Married,113,20,44,0,9,Special Auto,Special L3,Offer2,Web,542.4,Four-Door Car,Large
2844,PA75237,Nevada,15118.89548,No,Basic,Doctor,4/2/2011,Employed,M,58883,Suburban,Married,62,1,47,0,2,Corporate Auto,Corporate L2,Offer2,Branch,432.480275,Two-Door Car,Medsize
2845,LR35392,Oregon,9007.431501,No,Premium,High School or Below,2/25/11,Employed,M,41539,Suburban,Single,116,11,35,0,3,Personal Auto,Personal L2,Offer1,Web,556.8,Four-Door Car,Medsize
898,GL20444,Nevada,13778.36933,No,Premium,Master,4/1/2011,Employed,F,91474,Rural,Married,113,9,99,0,2,Corporate Auto,Corporate L3,Offer3,Branch,24.087774,Two-Door Car,Large
9057,PE51299,California,10781.61334,No,Basic,High School or Below,1/22/11,Employed,M,73026,Suburban,Married,67,29,81,0,2,Personal Auto,Personal L1,Offer2,Branch,321.6,Four-Door Car,Small
6359,FD16853,Arizona,5373.724065,No,Basic,High School or Below,2/26/11,Unemployed,F,0,Suburban,Married,72,2,83,0,3,Personal Auto,Personal L3,Offer1,Call Center,427.265172,Four-Door Car,Medsize
583,CN90378,California,6862.508337,No,Extended,High School or Below,2/27/11,Employed,F,54780,Rural,Married,88,22,72,3,5,Personal Auto,Personal L3,Offer1,Agent,135.26125,Four-Door Car,Large
2065,TB86706,Arizona,2502.637401,No,Basic,Master,1/15/11,Unemployed,M,0,Rural,Married,66,8,11,0,1,Personal Auto,Personal L1,Offer4,Branch,3.468912,Two-Door Car,Medsize
4157,JB20891,Arizona,10083.48688,Yes,Extended,High School or Below,2/19/11,Retired,F,11828,Suburban,Divorced,90,18,84,0,2,Personal Auto,Personal L1,Offer1,Agent,571.479602,Four-Door Car,Large
3538,TJ90326,California,13530.02906,No,Extended,Doctor,2/2/2011,Employed,F,75037,Rural,Married,85,5,27,2,2,Personal Auto,Personal L3,Offer2,Call Center,180.555113,Four-Door Car,Small
7204,TB88830,California,8614.686004,No,Basic,Master,2/19/11,Employed,F,64220,Rural,Married,107,3,86,0,7,Personal Auto,Personal L2,Offer1,Branch,48.782626,SUV,Medsize
1134,JX19907,Oregon,3798.32165,No,Premium,Bachelor,4/2/2011,Unemployed,M,0,Suburban,Married,107,34,70,1,1,Corporate Auto,Corporate L3,Offer1,Web,1261.943541,Two-Door Car,Medsize
8149,ZO89996,Oregon,2616.613903,Yes,Basic,College,2/25/11,Employed,M,72302,Suburban,Divorced,66,6,27,0,1,Personal Auto,Personal L1,Offer1,Agent,316.8,Two-Door Car,Medsize
342,PX90263,Oregon,5121.563312,No,Basic,High School or Below,2/19/11,Unemployed,M,0,Suburban,Single,72,2,22,0,5,Personal Auto,Personal L3,Offer1,Branch,518.4,Four-Door Car,Medsize
458,OH64088,California,7375.567916,No,Basic,High School or Below,9/2/2011,Employed,M,33345,Suburban,Single,65,32,52,0,2,Corporate Auto,Corporate L1,Offer1,Agent,338.619869,Four-Door Car,Medsize
2438,RO18530,Washington,2540.689797,No,Basic,Master,2/28/11,Employed,M,42557,Rural,Single,65,4,35,0,1,Personal Auto,Personal L3,Offer4,Agent,57.562324,Four-Door Car,Large
1804,AZ34845,California,4798.240889,No,Basic,Bachelor,2/20/11,Employed,F,77846,Urban,Married,119,8,45,0,1,Personal Auto,Personal L3,Offer1,Agent,342.471939,Sports Car,Medsize
1023,SL50592,California,7835.683513,No,Basic,High School or Below,1/22/11,Unemployed,F,0,Suburban,Married,71,7,24,0,2,Corporate Auto,Corporate L3,Offer4,Web,404.272806,Four-Door Car,Small
4088,EF52334,Washington,3261.01744,No,Extended,Bachelor,7/2/2011,Unemployed,M,0,Suburban,Divorced,93,29,63,0,1,Personal Auto,Personal L1,Offer3,Agent,669.6,Four-Door Car,Medsize
6353,UY85263,Nevada,11255.46343,No,Extended,Bachelor,3/2/2011,Employed,F,88858,Urban,Married,93,2,60,0,2,Personal Auto,Personal L2,Offer2,Agent,310.36774,Four-Door Car,Small
577,SW79912,Oregon,2632.545795,No,Basic,Bachelor,1/22/11,Employed,M,95854,Suburban,Married,65,16,78,0,1,Personal Auto,Personal L3,Offer2,Agent,312.0,Two-Door Car,Small
4961,JG66653,Oregon,2537.929538,No,Basic,High School or Below,1/22/11,Employed,M,25506,Suburban,Married,65,10,16,0,1,Personal Auto,Personal L3,Offer3,Branch,312.0,Two-Door Car,Medsize
3912,YC69616,Arizona,2719.506996,Yes,Basic,College,1/24/11,Retired,F,14030,Suburban,Married,72,11,3,0,1,Personal Auto,Personal L3,Offer2,Branch,345.6,Two-Door Car,Large
7042,FM10372,California,3816.408655,No,Extended,College,6/2/2011,Employed,F,82414,Rural,Divorced,95,10,85,0,1,Personal Auto,Personal L3,Offer4,Branch,30.423443,Four-Door Car,Large
6212,SO43919,California,14228.23432,No,Extended,Bachelor,1/16/11,Employed,M,31650,Suburban,Married,121,25,17,0,2,Personal Auto,Personal L3,Offer1,Branch,580.8,SUV,Medsize
6538,XJ39660,Oregon,5297.918924,No,Basic,Bachelor,9/2/2011,Employed,F,66203,Rural,Married,66,15,38,0,8,Personal Auto,Personal L3,Offer2,Call Center,130.697268,Four-Door Car,Medsize
4474,SR96970,Oregon,3489.276369,No,Extended,Bachelor,2/20/11,Unemployed,M,0,Suburban,Married,98,29,37,0,1,Personal Auto,Personal L3,Offer2,Call Center,705.6,Four-Door Car,Small
3795,KP51068,Oregon,2640.58732,No,Basic,Bachelor,1/2/2011,Employed,M,59961,Urban,Single,68,8,7,0,1,Personal Auto,Personal L3,Offer1,Branch,291.91645,Four-Door Car,Medsize
5389,ER51965,Washington,4240.925575,No,Premium,College,2/28/11,Employed,M,49746,Suburban,Married,111,4,85,3,1,Corporate Auto,Corporate L2,Offer1,Agent,589.298521,Four-Door Car,Medsize
5415,TN54884,California,14932.09982,No,Basic,College,8/1/2011,Employed,F,39049,Urban,Married,63,30,34,0,2,Personal Auto,Personal L2,Offer2,Agent,294.75626,Two-Door Car,Medsize
2640,PH85036,Washington,5482.549359,No,Basic,Bachelor,10/2/2011,Employed,F,79325,Urban,Married,68,4,31,0,4,Corporate Auto,Corporate L2,Offer2,Agent,251.294821,Four-Door Car,Medsize
